#seq,BW_1,BW_2,BW_3,BW_4,BW_5,BW_6,BW_7,DC_1,DC_2,DC_3,DC_4,DC_5,DC_6,DC_7,DC_8,DC_9,DC_10,QCS_1,QCS_2,QCS_3,QCS_4,QCS_5,QCS_6,QCS_7,QCS_8,TH_1,TH_2,TH_3,TH_4,TH_5,TH_6,TH_7,TH_8,TH_9,TH_10
ASV_4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,22,0,0,0,0
ASV_4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,39,0,0,0,0,0
ASV_4424,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4426,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4427,0,0,0,0,0,0,0,23,21,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4428,0,0,0,0,0,0,0,19,28,0,0,0,25,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4429,0,0,0,0,0,0,0,17,0,26,40,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4430,0,0,0,0,0,0,0,15,0,0,18,4,5,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4431,0,0,0,0,0,0,0,8,17,6,4,4,25,5,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4432,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4433,0,0,0,0,0,0,0,1,12,15,7,11,13,15,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4434,0,0,0,0,0,0,0,0,18,16,7,3,6,16,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4435,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4436,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
ASV_4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,33,0,0,0,0,0
ASV_4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,22,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ASV_4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,14,20,10,0,4,4,0,0,0,0,0,0,0,0,0,0
ASV_4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,50,0,24,0,0,0,0,0,0,0,0,0,0
ASV_4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,0,0,0,0,0
ASV_4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,36,0
ASV_4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,23
ASV_4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
ASV_4452,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4453,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4454,0,0,0,0,0,0,0,0,23,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
ASV_4455,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4456,0,0,0,0,0,0,0,0,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4457,0,0,0,0,0,0,0,0,16,27,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4458,0,0,0,0,0,0,0,0,13,0,0,42,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4459,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,14,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
ASV_4460,0,0,0,0,0,0,0,0,0,0,0,13,31,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,0,0,0
ASV_4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ASV_4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,25,0,0,12,19,0,0,0,0,0,0,0,0,0,0
ASV_4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,24,0,0,24,11,0,0,0,0,0,0,0,0,0,0
ASV_4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,23,25,0,0,0,0,0,0,0,0,0,0,5,0
ASV_4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,18,0,0,0,0,0,0,0,0,0,0
ASV_4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,0,19,0,0
ASV_4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,22,0,18,0,0,10
ASV_4481,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4483,0,0,0,0,0,0,0,47,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4484,0,0,0,0,0,0,0,7,0,4,9,8,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4485,0,0,0,0,0,0,0,6,0,14,9,0,16,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4486,0,0,0,0,0,0,0,6,20,3,1,6,9,18,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4487,0,0,0,0,0,0,0,0,39,0,0,0,27,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4488,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4489,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4490,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,25,0,0,14,13,0,0,0,0,0,0,0,0,0,0
ASV_4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,43,0,0,8,0,0,0,0,0,0,0,0,0,0
ASV_4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,5,0,0,0,5
ASV_4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,34,0,0,0,0,0
ASV_4512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,52,0
ASV_4513,0,0,0,0,0,0,0,31,0,0,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4514,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,38,0,0,0,0,0,0,0,0,0,6,7,1,0,2,6,0,0,2,4
ASV_4515,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4516,0,0,0,0,0,0,0,0,49,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4517,0,0,0,0,0,0,0,0,44,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4518,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,8,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4519,0,0,0,0,0,0,0,0,10,25,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4520,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ASV_4521,0,0,0,0,0,0,0,0,0,34,0,0,0,36,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4522,0,0,0,0,0,0,0,0,0,16,0,39,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4523,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
ASV_4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,18,0,0,12,26,0,0,0,0,0,0,0,0,0,0
ASV_4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,40,0,28,0,0,0,0,0,0,0,0,0,0
ASV_4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,58,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,33,35,0,0,0,0,0,0,0,0,0,0
ASV_4531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,31
ASV_4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,0,0,0,0,0
ASV_4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
ASV_4537,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4538,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ASV_4539,0,0,0,0,0,0,0,1,32,0,6,2,10,14,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4540,0,0,0,0,0,0,0,0,38,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4541,0,0,0,0,0,0,0,0,32,0,0,10,0,9,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4542,0,0,0,0,0,0,0,0,0,53,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4543,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,19,4,12,11,3,12,9,0,0,0,0,0,0,0,0,0,0
ASV_4544,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4545,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4546,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4547,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
ASV_4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
ASV_4550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
ASV_4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,38,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ASV_4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0
ASV_4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,30,0,0,0,0,0,0,0,0,0,0
ASV_4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,34,0,0,0,0,0,0,0,0,0,0
ASV_4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,64,0,0,0,0,0,0,0,0,0,0,0
ASV_4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,33,28,0
ASV_4572,0,0,0,0,0,0,0,37,0,0,0,0,0,35,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4573,0,0,0,0,0,0,0,37,0,22,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4574,0,0,0,0,0,0,0,20,51,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4575,0,0,0,0,0,0,0,8,0,9,14,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4576,0,0,0,0,0,0,0,0,28,0,0,42,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4577,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4578,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,32,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4579,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,9,0,0,42,0,0,0,0,0,0,0,0,0,0
ASV_4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,34,0,0,21,0,0,0,0,0,0,0,0,0,0,0
ASV_4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
ASV_4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,0,0,0,0,0,0,0,0,0,0
ASV_4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,36,0,0,0,0,0,0,0,0
ASV_4593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,24,0,28,0
ASV_4595,0,0,0,0,0,0,0,29,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4596,0,0,0,0,0,0,0,7,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,24,0,0
ASV_4597,0,0,0,0,0,0,0,3,14,4,3,3,13,15,15,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4598,0,0,0,0,0,0,0,0,60,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4599,0,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4600,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4601,0,0,0,0,0,0,0,0,14,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4602,0,0,0,0,0,0,0,0,13,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4603,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4604,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
ASV_4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0
ASV_4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,9,0,7,0,19,23,0,0,0,0,0,0,0,0,0,0
ASV_4610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ASV_4612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,26,0,43,0,0,0,0,0,0,0,0,0,0
ASV_4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,0,13,0,0,0,0,0,0,0,0,0,0
ASV_4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,16,0,0,0,0,0,0,0,0,0,0,0
ASV_4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,29,13,0,0,0,0
ASV_4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,9,0,24
ASV_4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,33,0,0,0,0,10
ASV_4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6
ASV_4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,35,0,0,0,0
ASV_4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,0,0,0,0,0
ASV_4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0,0,0
ASV_4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,32,0,0
ASV_4627,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4628,0,0,0,0,0,0,0,26,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4629,0,0,0,0,0,0,0,0,54,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4630,0,0,0,0,0,0,0,0,49,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4631,0,0,0,0,0,0,0,0,36,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4632,0,0,0,0,0,0,0,0,23,0,2,0,4,19,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
ASV_4633,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,2,0,0,0,16,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
ASV_4634,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4635,0,0,0,0,0,0,0,0,0,30,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0
ASV_4636,0,0,0,0,0,0,0,0,0,0,8,9,0,10,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,21,11,0,0,0,0
ASV_4637,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
